0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,40,69,26,76,56,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,73,176,248,255,227,255,237,47,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59,160,226,255,255,255,221,156,209,255,211,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,86,246,255,255,234,166,62,10,0,40,231,255,164,2,0,0,0,0,0,0,0,0
0,0,0,0,0,14,225,255,189,86,23,0,0,0,0,0,80,251,255,76,0,0,0,0,0,0,0,0
0,0,0,0,0,37,250,245,32,0,0,0,0,0,0,0,0,161,255,181,1,0,0,0,0,0,0,0
0,0,0,0,0,41,252,240,24,0,0,0,0,0,0,0,0,60,254,239,24,0,0,0,0,0,0,0
0,0,0,0,0,34,248,247,32,0,0,0,0,0,0,0,0,17,233,255,62,0,0,0,0,0,0,0
0,0,0,0,0,12,224,255,109,0,0,0,0,0,0,0,0,14,230,255,107,0,0,0,0,0,0,0
0,0,0,0,0,0,128,255,237,103,41,13,0,0,0,0,0,79,253,255,112,0,0,0,0,0,0,0
0,0,0,0,0,0,14,202,255,255,250,224,178,140,131,131,144,235,255,255,111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31,146,208,247,255,255,255,255,255,255,255,255,255,111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,35,73,125,157,163,163,157,110,196,255,111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,255,111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,255,111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,255,110,0,0,0,0,0,0,0
0,0,0,0,0,0,13,35,0,0,0,0,0,0,0,0,0,18,235,255,67,0,0,0,0,0,0,0
0,0,0,0,0,0,159,240,64,0,0,0,0,0,0,0,0,89,255,235,21,0,0,0,0,0,0,0
0,0,0,0,0,0,167,255,202,16,0,0,0,0,0,0,17,219,255,152,0,0,0,0,0,0,0,0
0,0,0,0,0,0,45,239,255,169,0,0,0,0,0,0,146,255,233,27,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,82,252,255,157,27,19,43,93,180,255,255,96,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,121,255,255,232,232,252,255,255,254,153,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,87,228,255,255,244,214,149,62,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,77,56,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
